case,hh_size,n_adult,n_child,age,sex_code,emp_code,eth_code,mar_code,region_code,tenure_code,lone_parent,educ_code,disp_income_week,eq_scale
3699,2.0,2.0,0.0,62.0,1.0,7.0,1.0,1.0,4.0,7.0,2.0,1.0,522.32,1.5
3700,2.0,2.0,0.0,67.0,1.0,6.0,1.0,1.0,10.0,7.0,2.0,1.0,718.7,1.5
3701,1.0,1.0,0.0,34.0,1.0,4.0,1.0,4.0,5.0,3.0,2.0,7.0,269.0,1.0
3702,4.0,3.0,1.0,51.0,1.0,1.0,1.0,1.0,12.0,7.0,2.0,7.0,123.56,2.5
3703,3.0,3.0,0.0,59.0,1.0,7.0,1.0,6.0,9.0,5.0,2.0,2.0,569.644,2.0
3704,3.0,3.0,0.0,51.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,5.0,386.04,2.0
3705,4.0,2.0,2.0,35.0,1.0,2.0,1.0,1.0,2.0,3.0,2.0,1.0,906.9418,2.1
3706,2.0,2.0,0.0,45.0,1.0,2.0,1.0,1.0,4.0,5.0,2.0,2.0,349.41,1.5
3707,2.0,2.0,0.0,71.0,2.0,6.0,1.0,3.0,9.0,7.0,2.0,,4.81,1.5
3708,4.0,2.0,2.0,50.0,2.0,2.0,1.0,1.0,8.0,6.0,2.0,6.0,849.21,2.3
3709,2.0,2.0,0.0,71.0,1.0,3.0,1.0,1.0,6.0,7.0,2.0,,513.444,1.5
3710,1.0,1.0,0.0,71.0,2.0,6.0,1.0,5.0,9.0,7.0,2.0,,276.162,1.0
3711,1.0,1.0,0.0,36.0,1.0,2.0,1.0,4.0,4.0,5.0,2.0,3.0,296.19,1.0
3712,4.0,2.0,1.0,33.0,1.0,1.0,1.0,1.0,7.0,5.0,2.0,5.0,983.29,1.8
3713,2.0,2.0,0.0,66.0,2.0,6.0,1.0,1.0,7.0,7.0,2.0,2.0,1630.56,1.5
3714,1.0,1.0,0.0,61.0,2.0,7.0,1.0,6.0,5.0,5.0,2.0,,292.207,1.0
3715,2.0,2.0,0.0,67.0,1.0,6.0,1.0,1.0,10.0,7.0,2.0,1.0,619.912,1.5
3716,2.0,2.0,0.0,62.0,1.0,7.0,1.0,1.0,12.0,7.0,2.0,1.0,512.08,1.5
3717,4.0,3.0,1.0,42.0,1.0,2.0,1.0,1.0,8.0,5.0,2.0,5.0,1150.86,2.3
3718,1.0,1.0,0.0,39.0,1.0,2.0,1.0,4.0,7.0,3.0,2.0,1.0,696.4,1.0
3719,2.0,2.0,0.0,57.0,2.0,3.0,1.0,6.0,5.0,1.0,2.0,,435.45,1.5
3720,4.0,4.0,0.0,80.0,2.0,6.0,1.0,5.0,9.0,7.0,2.0,,1630.56,2.5
3721,3.0,3.0,0.0,70.0,2.0,6.0,1.0,5.0,7.0,1.0,2.0,,569.88,2.0
3722,2.0,2.0,0.0,63.0,1.0,2.0,1.0,1.0,2.0,7.0,2.0,4.0,588.312,1.5
3723,2.0,2.0,0.0,48.0,2.0,2.0,1.0,6.0,4.0,5.0,1.0,4.0,487.3,1.5
3724,6.0,6.0,0.0,54.0,1.0,1.0,3.0,1.0,4.0,4.0,2.0,7.0,811.74,3.5
3725,2.0,2.0,0.0,61.0,1.0,2.0,1.0,1.0,8.0,5.0,2.0,1.0,1085.7,1.5
3726,3.0,1.0,2.0,30.0,2.0,2.0,4.0,4.0,7.0,2.0,1.0,1.0,731.88,1.6
3727,2.0,2.0,0.0,80.0,1.0,6.0,1.0,1.0,2.0,7.0,2.0,,342.77,1.5
3728,2.0,2.0,0.0,27.0,2.0,2.0,1.0,3.0,6.0,3.0,2.0,7.0,1063.37,1.5
3729,2.0,2.0,0.0,30.0,1.0,2.0,1.0,3.0,6.0,3.0,2.0,3.0,494.29,1.5
3730,2.0,1.0,1.0,44.0,2.0,7.0,1.0,4.0,5.0,1.0,1.0,,418.63,1.5
3731,3.0,3.0,0.0,58.0,2.0,2.0,1.0,1.0,4.0,7.0,2.0,2.0,1433.97,2.0
3732,2.0,2.0,0.0,66.0,1.0,1.0,1.0,3.0,2.0,7.0,2.0,,614.054,1.5
3733,3.0,3.0,0.0,57.0,1.0,2.0,1.0,1.0,2.0,5.0,2.0,1.0,1475.4276,2.0
3734,1.0,1.0,0.0,79.0,2.0,6.0,1.0,5.0,5.0,7.0,2.0,,239.342,1.0
3735,1.0,1.0,0.0,54.0,2.0,7.0,1.0,6.0,11.0,2.0,2.0,5.0,144.692,1.0
3736,1.0,1.0,0.0,57.0,2.0,7.0,1.0,7.0,2.0,2.0,2.0,,0.0,1.0
3737,1.0,1.0,0.0,51.0,1.0,1.0,1.0,5.0,9.0,5.0,2.0,1.0,751.34,1.0
3738,1.0,1.0,0.0,61.0,2.0,7.0,1.0,6.0,10.0,2.0,2.0,,136.32,1.0
3739,3.0,2.0,1.0,33.0,2.0,2.0,1.0,1.0,7.0,5.0,2.0,1.0,1630.56,1.8
3740,2.0,2.0,0.0,63.0,1.0,7.0,1.0,1.0,2.0,3.0,2.0,,225.142,1.5
3741,2.0,2.0,0.0,56.0,2.0,2.0,1.0,1.0,7.0,4.0,2.0,2.0,469.9344,1.5
3742,5.0,2.0,3.0,24.0,2.0,7.0,1.0,1.0,9.0,2.0,2.0,5.0,321.93,2.4
3743,4.0,2.0,2.0,35.0,1.0,2.0,1.0,1.0,8.0,5.0,2.0,1.0,754.67,2.1
3744,2.0,2.0,0.0,80.0,1.0,6.0,1.0,1.0,8.0,1.0,2.0,,235.84,1.5
3745,2.0,2.0,0.0,62.0,2.0,1.0,1.0,5.0,8.0,5.0,2.0,,635.62,1.5
3746,6.0,1.0,5.0,32.0,2.0,7.0,1.0,7.0,4.0,2.0,1.0,5.0,417.5,2.7
3747,3.0,1.0,2.0,25.0,2.0,7.0,1.0,4.0,5.0,1.0,1.0,5.0,226.5,1.6
3748,6.0,2.0,4.0,23.0,1.0,2.0,1.0,3.0,8.0,3.0,2.0,4.0,610.79,2.7
3749,1.0,1.0,0.0,62.0,1.0,7.0,1.0,6.0,8.0,5.0,2.0,3.0,350.03,1.0
3750,2.0,2.0,0.0,78.0,2.0,6.0,1.0,1.0,11.0,7.0,2.0,,602.62,1.5
3751,1.0,1.0,0.0,75.0,2.0,6.0,1.0,5.0,6.0,7.0,2.0,,234.792,1.0
3752,4.0,3.0,1.0,43.0,2.0,3.0,1.0,4.0,2.0,8.0,1.0,,680.93,2.3
3753,1.0,1.0,0.0,75.0,1.0,6.0,1.0,5.0,3.0,7.0,2.0,,280.982,1.0
3754,1.0,1.0,0.0,67.0,2.0,6.0,1.0,5.0,2.0,7.0,2.0,4.0,758.422,1.0
3755,3.0,2.0,1.0,32.0,1.0,2.0,1.0,1.0,11.0,5.0,2.0,3.0,498.06,1.8
3756,2.0,1.0,1.0,35.0,2.0,2.0,1.0,4.0,3.0,5.0,1.0,1.0,463.5,1.3
3757,2.0,2.0,0.0,67.0,1.0,6.0,1.0,1.0,3.0,7.0,2.0,3.0,474.65784615384615,1.5
3758,2.0,2.0,0.0,68.0,1.0,6.0,1.0,1.0,8.0,7.0,2.0,2.0,626.75,1.5
3759,2.0,2.0,0.0,73.0,1.0,6.0,1.0,1.0,11.0,7.0,2.0,,393.644,1.5
3760,2.0,2.0,0.0,41.0,2.0,1.0,1.0,1.0,9.0,5.0,2.0,3.0,961.54,1.5
3761,2.0,2.0,0.0,74.0,1.0,6.0,1.0,1.0,1.0,7.0,2.0,,373.454,1.5
3762,4.0,2.0,2.0,38.0,1.0,2.0,1.0,1.0,11.0,3.0,2.0,5.0,500.81,2.1
3763,1.0,1.0,0.0,52.0,2.0,2.0,1.0,6.0,2.0,7.0,2.0,4.0,559.6494,1.0
3764,4.0,2.0,2.0,39.0,2.0,2.0,1.0,1.0,8.0,3.0,2.0,3.0,1630.56,2.1
3765,1.0,1.0,0.0,79.0,2.0,3.0,1.0,5.0,11.0,1.0,2.0,,220.072,1.0
3766,1.0,1.0,0.0,78.0,1.0,6.0,1.0,6.0,9.0,7.0,2.0,,833.65,1.0
3767,3.0,3.0,0.0,30.0,2.0,2.0,3.0,4.0,4.0,1.0,2.0,7.0,650.04,2.0
3768,1.0,1.0,0.0,47.0,1.0,2.0,1.0,6.0,5.0,5.0,2.0,7.0,550.45,1.0
3769,2.0,2.0,0.0,70.0,1.0,6.0,1.0,1.0,11.0,5.0,2.0,,367.294,1.5
3770,2.0,2.0,0.0,75.0,1.0,6.0,1.0,1.0,5.0,7.0,2.0,,409.524,1.5
3771,2.0,2.0,0.0,28.0,2.0,3.0,1.0,4.0,11.0,8.0,2.0,1.0,277.12,1.5
3772,4.0,2.0,2.0,43.0,1.0,2.0,1.0,1.0,11.0,5.0,2.0,4.0,595.66,2.1
3773,2.0,2.0,0.0,31.0,2.0,2.0,1.0,3.0,2.0,3.0,2.0,2.0,713.13,1.5
3774,1.0,1.0,0.0,33.0,2.0,2.0,1.0,4.0,11.0,2.0,2.0,1.0,424.68,1.0
3775,2.0,2.0,0.0,80.0,1.0,6.0,1.0,1.0,4.0,7.0,2.0,,703.424,1.5
3776,3.0,3.0,0.0,63.0,1.0,7.0,1.0,1.0,1.0,7.0,2.0,2.0,1329.23,2.0
3777,2.0,2.0,0.0,70.0,1.0,6.0,1.0,1.0,11.0,7.0,2.0,,556.274,1.5
3778,2.0,2.0,0.0,36.0,1.0,2.0,1.0,3.0,8.0,3.0,2.0,5.0,785.83,1.5
3779,1.0,1.0,0.0,44.0,2.0,2.0,1.0,4.0,7.0,3.0,2.0,1.0,449.17,1.0
3780,3.0,3.0,0.0,58.0,2.0,2.0,1.0,1.0,6.0,7.0,2.0,1.0,930.6556,2.0
3781,2.0,2.0,0.0,34.0,1.0,2.0,1.0,3.0,6.0,5.0,2.0,3.0,953.5306,1.5
3782,2.0,2.0,0.0,73.0,1.0,6.0,1.0,1.0,8.0,5.0,2.0,,297.572,1.5
3783,5.0,5.0,0.0,48.0,1.0,2.0,1.0,1.0,10.0,7.0,2.0,5.0,1083.96,3.0
3784,4.0,4.0,0.0,61.0,1.0,2.0,1.0,1.0,4.0,3.0,2.0,1.0,1080.74,2.5
3785,4.0,4.0,0.0,45.0,1.0,2.0,1.0,1.0,12.0,5.0,2.0,,674.77,2.5
3786,4.0,4.0,0.0,24.0,1.0,2.0,1.0,4.0,9.0,4.0,2.0,1.0,1419.454,2.5
3787,2.0,2.0,0.0,66.0,1.0,3.0,1.0,1.0,5.0,5.0,2.0,3.0,878.012,1.5
3788,1.0,1.0,0.0,67.0,2.0,6.0,1.0,6.0,7.0,7.0,2.0,,233.992,1.0
3789,1.0,1.0,0.0,67.0,1.0,1.0,1.0,6.0,11.0,7.0,2.0,4.0,600.28,1.0
3790,2.0,2.0,0.0,80.0,1.0,6.0,1.0,1.0,9.0,5.0,2.0,,443.924,1.5
3791,4.0,2.0,2.0,31.0,1.0,2.0,1.0,1.0,9.0,1.0,2.0,6.0,369.78,2.1
3792,3.0,2.0,1.0,57.0,2.0,7.0,1.0,1.0,11.0,7.0,2.0,4.0,799.01,2.0
3793,1.0,1.0,0.0,58.0,2.0,7.0,1.0,4.0,11.0,7.0,2.0,,241.9,1.0
3794,2.0,2.0,0.0,40.0,2.0,2.0,1.0,1.0,9.0,5.0,2.0,3.0,784.16,1.5
3795,2.0,2.0,0.0,62.0,2.0,6.0,1.0,1.0,2.0,7.0,2.0,1.0,621.87,1.5
3796,2.0,2.0,0.0,68.0,1.0,6.0,1.0,1.0,11.0,7.0,2.0,8.0,498.284,1.5
3797,4.0,2.0,2.0,52.0,2.0,7.0,1.0,3.0,8.0,5.0,2.0,1.0,995.04,2.3
3798,2.0,2.0,0.0,72.0,1.0,6.0,1.0,1.0,2.0,7.0,2.0,,476.44,1.5
3799,2.0,2.0,0.0,80.0,1.0,6.0,1.0,1.0,11.0,2.0,2.0,,266.434,1.5
3800,3.0,3.0,0.0,56.0,1.0,2.0,1.0,1.0,4.0,7.0,2.0,7.0,1297.0682,2.0
3801,1.0,1.0,0.0,38.0,1.0,2.0,10.0,4.0,7.0,6.0,2.0,1.0,527.2068,1.0
3802,1.0,1.0,0.0,80.0,2.0,6.0,1.0,5.0,8.0,7.0,2.0,,321.162,1.0
3803,2.0,2.0,0.0,66.0,1.0,3.0,1.0,1.0,9.0,7.0,2.0,,563.56,1.5
3804,2.0,2.0,0.0,64.0,2.0,1.0,1.0,1.0,9.0,7.0,2.0,1.0,316.83,1.5
3805,4.0,4.0,0.0,44.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,7.0,751.17,2.5
3806,1.0,1.0,0.0,29.0,2.0,4.0,1.0,4.0,2.0,2.0,2.0,4.0,241.35,1.0
3807,4.0,2.0,2.0,47.0,2.0,2.0,1.0,1.0,8.0,5.0,2.0,1.0,1630.56,2.1
3808,3.0,2.0,1.0,39.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,505.0694,1.8
3809,3.0,2.0,1.0,42.0,1.0,1.0,1.0,3.0,2.0,5.0,2.0,7.0,652.87,1.8
3810,2.0,2.0,0.0,71.0,2.0,6.0,1.0,5.0,4.0,7.0,2.0,,348.352,1.5
3811,2.0,2.0,0.0,73.0,1.0,6.0,1.0,1.0,2.0,7.0,2.0,,397.794,1.5
3812,1.0,1.0,0.0,75.0,1.0,3.0,1.0,7.0,2.0,4.0,2.0,,1073.552,1.0
3813,3.0,1.0,2.0,32.0,2.0,7.0,1.0,7.0,7.0,1.0,1.0,5.0,162.25,1.6
3814,4.0,3.0,1.0,41.0,2.0,3.0,1.0,1.0,12.0,5.0,2.0,5.0,1630.56,2.5
3815,2.0,2.0,0.0,50.0,1.0,2.0,1.0,1.0,3.0,5.0,2.0,1.0,929.15,1.5
3816,3.0,3.0,0.0,66.0,1.0,6.0,1.0,1.0,8.0,7.0,2.0,3.0,849.86,2.0
3817,4.0,2.0,2.0,27.0,1.0,2.0,1.0,3.0,9.0,5.0,2.0,5.0,567.43,2.1
3818,2.0,2.0,0.0,26.0,2.0,3.0,1.0,3.0,11.0,1.0,2.0,8.0,360.0,1.5
3819,4.0,3.0,1.0,51.0,1.0,2.0,1.0,1.0,1.0,5.0,2.0,2.0,670.67,2.5
3820,3.0,3.0,0.0,45.0,2.0,2.0,1.0,1.0,9.0,2.0,2.0,,729.25,2.0
3821,4.0,2.0,2.0,33.0,1.0,2.0,1.0,1.0,8.0,2.0,2.0,2.0,801.377,2.1
3822,4.0,3.0,1.0,42.0,1.0,2.0,3.0,1.0,3.0,7.0,2.0,7.0,389.26,2.3
3823,2.0,2.0,0.0,57.0,1.0,2.0,1.0,1.0,5.0,7.0,2.0,5.0,608.892,1.5
3824,2.0,2.0,0.0,72.0,1.0,6.0,1.0,1.0,8.0,7.0,2.0,,349.174,1.5
3825,1.0,1.0,0.0,54.0,2.0,7.0,1.0,4.0,8.0,3.0,2.0,1.0,21.0,1.0
3826,5.0,3.0,2.0,51.0,1.0,2.0,1.0,1.0,6.0,2.0,2.0,2.0,677.01,2.6
3827,5.0,3.0,2.0,40.0,2.0,2.0,4.0,1.0,7.0,1.0,2.0,1.0,1314.73,2.6
3828,3.0,2.0,1.0,28.0,1.0,1.0,1.0,3.0,2.0,5.0,2.0,3.0,690.5938,1.8
3829,1.0,1.0,0.0,46.0,1.0,4.0,1.0,4.0,8.0,4.0,2.0,6.0,34.62,1.0
3830,2.0,2.0,0.0,73.0,2.0,6.0,1.0,5.0,3.0,7.0,2.0,,479.71,1.5
3831,2.0,2.0,0.0,64.0,2.0,6.0,1.0,1.0,1.0,7.0,2.0,3.0,1119.704,1.5
3832,2.0,2.0,0.0,29.0,1.0,2.0,1.0,1.0,3.0,3.0,2.0,3.0,580.07,1.5
3833,3.0,1.0,2.0,29.0,2.0,3.0,1.0,4.0,12.0,2.0,1.0,5.0,306.05,1.6
3834,2.0,2.0,0.0,45.0,1.0,2.0,1.0,5.0,4.0,7.0,2.0,6.0,553.88,1.5
3835,1.0,1.0,0.0,80.0,2.0,6.0,1.0,5.0,4.0,7.0,2.0,,199.162,1.0
3836,1.0,1.0,0.0,54.0,2.0,2.0,1.0,4.0,6.0,7.0,2.0,5.0,695.437,1.0
3837,2.0,2.0,0.0,55.0,1.0,2.0,1.0,1.0,5.0,5.0,2.0,5.0,687.75,1.5
3838,2.0,2.0,0.0,73.0,1.0,6.0,1.0,3.0,9.0,7.0,2.0,,411.754,1.5
3839,4.0,2.0,2.0,42.0,1.0,2.0,1.0,1.0,5.0,5.0,2.0,3.0,758.9782,2.1
3840,3.0,3.0,0.0,75.0,1.0,6.0,3.0,1.0,5.0,5.0,2.0,,303.58,2.0
3841,2.0,2.0,0.0,62.0,1.0,2.0,1.0,1.0,2.0,5.0,2.0,7.0,505.6136,1.5
3842,4.0,3.0,1.0,46.0,1.0,2.0,1.0,1.0,3.0,7.0,2.0,5.0,998.46,2.5
3843,2.0,2.0,0.0,68.0,1.0,3.0,1.0,1.0,8.0,7.0,2.0,7.0,491.224,1.5
3844,1.0,1.0,0.0,70.0,1.0,6.0,1.0,4.0,7.0,1.0,2.0,,225.522,1.0
3845,2.0,2.0,0.0,43.0,2.0,3.0,1.0,4.0,9.0,7.0,1.0,5.0,334.11,1.5
3846,4.0,3.0,1.0,47.0,1.0,2.0,1.0,1.0,6.0,2.0,2.0,7.0,729.7656,2.5
3847,2.0,2.0,0.0,70.0,2.0,6.0,1.0,7.0,11.0,1.0,2.0,,334.204,1.5
3848,1.0,1.0,0.0,72.0,2.0,6.0,1.0,5.0,11.0,7.0,2.0,,492.21,1.0
3849,2.0,2.0,0.0,36.0,2.0,2.0,1.0,3.0,5.0,3.0,2.0,6.0,378.49,1.5
3850,1.0,1.0,0.0,24.0,1.0,7.0,1.0,4.0,3.0,3.0,2.0,3.0,161.54,1.0
3851,2.0,2.0,0.0,31.0,2.0,2.0,1.0,1.0,2.0,5.0,2.0,1.0,920.5,1.5
3852,2.0,2.0,0.0,25.0,2.0,2.0,1.0,3.0,1.0,7.0,2.0,1.0,599.2106,1.5
3853,4.0,3.0,0.0,51.0,1.0,1.0,1.0,1.0,7.0,7.0,2.0,1.0,541.95,2.0
3854,5.0,5.0,0.0,59.0,2.0,7.0,1.0,1.0,11.0,5.0,2.0,7.0,672.5,3.0
3855,2.0,2.0,0.0,80.0,1.0,6.0,1.0,1.0,11.0,7.0,2.0,,372.364,1.5
3856,1.0,1.0,0.0,79.0,1.0,6.0,1.0,5.0,7.0,7.0,2.0,,213.842,1.0
3857,3.0,2.0,1.0,36.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,7.0,306.0,1.8
3858,3.0,3.0,0.0,54.0,2.0,7.0,1.0,6.0,1.0,7.0,2.0,4.0,489.3,2.0
3859,2.0,2.0,0.0,80.0,1.0,6.0,1.0,1.0,9.0,7.0,2.0,,506.134,1.5
3860,4.0,3.0,1.0,41.0,2.0,3.0,1.0,1.0,2.0,5.0,2.0,5.0,108.6178,2.3
3861,4.0,3.0,1.0,41.0,1.0,2.0,1.0,1.0,4.0,5.0,2.0,5.0,609.07,2.5
3862,3.0,2.0,1.0,43.0,2.0,3.0,1.0,6.0,4.0,5.0,1.0,3.0,374.27,1.8
3863,2.0,2.0,0.0,70.0,1.0,6.0,1.0,1.0,1.0,7.0,2.0,,458.764,1.5
3864,1.0,1.0,0.0,80.0,2.0,6.0,1.0,5.0,9.0,7.0,2.0,,386.24,1.0
3865,1.0,1.0,0.0,79.0,2.0,6.0,1.0,5.0,11.0,7.0,2.0,,237.8,1.0
3866,2.0,2.0,0.0,70.0,1.0,3.0,1.0,1.0,2.0,7.0,2.0,,642.54,1.5
3867,4.0,2.0,2.0,58.0,2.0,7.0,1.0,1.0,1.0,5.0,2.0,5.0,329.63,2.1
3868,4.0,3.0,1.0,43.0,2.0,7.0,1.0,1.0,8.0,7.0,2.0,2.0,470.58,2.3
3869,3.0,3.0,0.0,58.0,1.0,2.0,1.0,1.0,2.0,7.0,2.0,5.0,1238.62,2.0
3870,1.0,1.0,0.0,73.0,1.0,6.0,1.0,5.0,1.0,3.0,2.0,,293.432,1.0
3871,1.0,1.0,0.0,60.0,2.0,2.0,1.0,7.0,11.0,5.0,2.0,2.0,528.11,1.0
3872,4.0,2.0,2.0,31.0,2.0,3.0,1.0,1.0,11.0,7.0,2.0,3.0,534.4161538461539,2.1
3873,1.0,1.0,0.0,51.0,2.0,2.0,1.0,6.0,8.0,2.0,2.0,6.0,315.94,1.0
3874,1.0,1.0,0.0,70.0,2.0,6.0,1.0,5.0,5.0,7.0,2.0,,509.0,1.0
3875,4.0,4.0,0.0,58.0,1.0,1.0,1.0,1.0,7.0,5.0,2.0,1.0,1630.56,1.5
3876,4.0,2.0,2.0,41.0,2.0,2.0,1.0,1.0,11.0,5.0,2.0,1.0,1620.94,2.1
3877,2.0,2.0,0.0,67.0,1.0,6.0,1.0,1.0,10.0,7.0,2.0,7.0,1397.504,1.5
3878,2.0,2.0,0.0,59.0,1.0,2.0,1.0,1.0,12.0,7.0,2.0,1.0,948.53,1.5
3879,3.0,2.0,1.0,42.0,1.0,2.0,1.0,1.0,7.0,5.0,2.0,1.0,1630.56,1.8
3880,4.0,2.0,2.0,43.0,1.0,2.0,3.0,1.0,2.0,3.0,2.0,1.0,870.88,2.1
3881,1.0,1.0,0.0,80.0,1.0,6.0,1.0,6.0,4.0,7.0,2.0,,158.322,1.0
3882,2.0,2.0,0.0,24.0,1.0,2.0,1.0,3.0,9.0,5.0,2.0,3.0,754.7782,1.5
3883,2.0,2.0,0.0,41.0,1.0,2.0,10.0,3.0,10.0,3.0,2.0,2.0,664.11,1.5
3884,3.0,1.0,2.0,41.0,2.0,3.0,1.0,7.0,10.0,3.0,1.0,5.0,395.09,1.6
3885,1.0,1.0,0.0,62.0,2.0,3.0,1.0,4.0,6.0,7.0,2.0,5.0,581.43,1.0
3886,2.0,2.0,0.0,64.0,2.0,3.0,1.0,1.0,2.0,7.0,2.0,,593.284,1.5
3887,2.0,2.0,0.0,60.0,1.0,2.0,1.0,1.0,10.0,7.0,2.0,5.0,526.97,1.5
3888,2.0,2.0,0.0,66.0,1.0,6.0,1.0,1.0,5.0,7.0,2.0,2.0,533.16,1.5
3889,4.0,3.0,0.0,56.0,1.0,2.0,1.0,1.0,6.0,5.0,2.0,1.0,1342.96,1.8
3890,5.0,3.0,2.0,43.0,1.0,4.0,1.0,1.0,11.0,5.0,2.0,3.0,587.64,2.6
3891,2.0,2.0,0.0,60.0,2.0,7.0,1.0,1.0,9.0,7.0,2.0,1.0,791.802,1.5
3892,1.0,1.0,0.0,54.0,2.0,2.0,1.0,4.0,10.0,7.0,2.0,1.0,840.33,1.0
3893,2.0,2.0,0.0,44.0,1.0,2.0,1.0,1.0,1.0,5.0,2.0,5.0,797.7,1.5
3894,2.0,1.0,1.0,51.0,1.0,2.0,1.0,6.0,12.0,5.0,1.0,1.0,516.78,1.5
3895,1.0,1.0,0.0,75.0,2.0,6.0,1.0,5.0,10.0,1.0,2.0,,256.262,1.0
3896,1.0,1.0,0.0,72.0,2.0,6.0,1.0,5.0,3.0,1.0,2.0,,235.472,1.0
3897,1.0,1.0,0.0,72.0,1.0,6.0,1.0,5.0,10.0,3.0,2.0,,359.292,1.0
3898,2.0,2.0,0.0,61.0,1.0,7.0,1.0,1.0,11.0,7.0,2.0,1.0,480.77,1.5
3899,1.0,1.0,0.0,61.0,2.0,1.0,1.0,5.0,3.0,3.0,2.0,1.0,173.722,1.0
3900,2.0,2.0,0.0,68.0,2.0,1.0,1.0,1.0,9.0,7.0,2.0,5.0,1101.5,1.5
3901,1.0,1.0,0.0,64.0,2.0,6.0,1.0,5.0,8.0,7.0,2.0,6.0,197.93,1.0
3902,1.0,1.0,0.0,44.0,1.0,7.0,1.0,6.0,12.0,7.0,2.0,4.0,1.92,1.0
3903,3.0,3.0,0.0,55.0,1.0,2.0,1.0,1.0,8.0,5.0,2.0,,945.41,2.0
3904,5.0,1.0,4.0,30.0,2.0,7.0,1.0,4.0,11.0,3.0,1.0,,124.62,2.6
3905,1.0,1.0,0.0,42.0,1.0,2.0,1.0,4.0,2.0,5.0,2.0,2.0,412.6444,1.0
3906,2.0,2.0,0.0,32.0,1.0,2.0,1.0,3.0,8.0,3.0,2.0,1.0,1327.33,1.5
3907,2.0,2.0,0.0,52.0,1.0,2.0,1.0,1.0,11.0,7.0,2.0,,542.35,1.5
3908,2.0,2.0,0.0,69.0,2.0,3.0,1.0,5.0,2.0,5.0,2.0,5.0,564.562,1.5
3909,1.0,1.0,0.0,52.0,1.0,2.0,1.0,7.0,10.0,5.0,2.0,1.0,1414.106,1.0
3910,4.0,2.0,2.0,51.0,1.0,7.0,1.0,3.0,10.0,1.0,2.0,8.0,471.842,2.1
3911,1.0,1.0,0.0,65.0,1.0,6.0,1.0,5.0,1.0,2.0,2.0,,209.892,1.0
3912,2.0,2.0,0.0,49.0,2.0,2.0,1.0,3.0,10.0,7.0,2.0,5.0,481.94,1.5
3913,2.0,2.0,0.0,53.0,2.0,3.0,1.0,1.0,1.0,7.0,2.0,5.0,723.71,1.5
3914,1.0,1.0,0.0,48.0,2.0,2.0,1.0,4.0,9.0,3.0,2.0,1.0,355.57,1.0
3915,1.0,1.0,0.0,58.0,1.0,7.0,1.0,4.0,8.0,2.0,2.0,1.0,192.31,1.0
3916,1.0,1.0,0.0,43.0,2.0,7.0,1.0,6.0,11.0,3.0,2.0,5.0,208.542,1.0
3917,1.0,1.0,0.0,52.0,2.0,3.0,1.0,4.0,11.0,3.0,2.0,8.0,260.0,1.0
3918,2.0,2.0,0.0,64.0,1.0,7.0,1.0,1.0,6.0,1.0,2.0,,367.34,1.5
3919,2.0,1.0,1.0,21.0,2.0,7.0,4.0,4.0,7.0,1.0,1.0,,154.25,1.3
3920,3.0,3.0,0.0,57.0,1.0,1.0,1.0,1.0,3.0,7.0,2.0,1.0,699.83,2.0
3921,2.0,1.0,1.0,35.0,2.0,2.0,1.0,4.0,8.0,5.0,1.0,5.0,721.64,1.3
3922,4.0,3.0,1.0,39.0,2.0,2.0,1.0,1.0,2.0,5.0,2.0,5.0,886.4366,2.3
3923,2.0,2.0,0.0,25.0,2.0,2.0,1.0,3.0,9.0,5.0,2.0,3.0,698.6,1.5
3924,2.0,2.0,0.0,58.0,1.0,2.0,1.0,1.0,8.0,7.0,2.0,1.0,1075.8152,1.5
3925,4.0,2.0,2.0,37.0,1.0,2.0,1.0,1.0,2.0,5.0,2.0,2.0,942.44,2.1
3926,2.0,2.0,0.0,61.0,1.0,7.0,1.0,1.0,5.0,3.0,2.0,2.0,334.492,1.5
3927,2.0,2.0,0.0,59.0,1.0,2.0,3.0,1.0,4.0,5.0,2.0,7.0,295.9,1.5
3928,5.0,2.0,3.0,34.0,1.0,2.0,4.0,1.0,5.0,5.0,2.0,1.0,579.29,2.4
3929,1.0,1.0,0.0,80.0,2.0,6.0,1.0,5.0,1.0,7.0,2.0,,334.922,1.0
3930,2.0,2.0,0.0,61.0,2.0,7.0,1.0,1.0,3.0,2.0,2.0,1.0,606.522,1.5
3931,3.0,3.0,0.0,40.0,2.0,2.0,1.0,8.0,9.0,3.0,2.0,1.0,543.7764,2.0
3932,1.0,1.0,0.0,29.0,1.0,2.0,1.0,4.0,3.0,3.0,2.0,4.0,385.87,1.0
3933,2.0,1.0,1.0,36.0,2.0,3.0,1.0,4.0,11.0,3.0,1.0,1.0,234.15,1.3
3934,3.0,3.0,0.0,48.0,1.0,2.0,1.0,1.0,7.0,7.0,2.0,5.0,1031.522,2.0
3935,2.0,2.0,0.0,69.0,1.0,3.0,3.0,1.0,6.0,7.0,2.0,1.0,455.18,1.5
3936,4.0,3.0,1.0,41.0,1.0,2.0,1.0,1.0,2.0,7.0,2.0,5.0,773.44,2.3
